id,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
11106,5.00,4.00,33.00,2.90,-0.03,-0.29,1.00,4.00,1.00,1,3,1
11107,10.00,10.00,34.00,3.90,1.99,2.78,1.00,2.00,1.00,1,4,1
11108,10.00,10.00,47.00,3.30,1.59,1.52,1.00,5.00,1.00,1,5,1
11109,1.00,3.00,43.00,3.40,-1.30,-0.79,1.00,3.00,1.00,1,5,1
11110,4.00,2.00,31.50,3.60,-0.37,-1.04,1.00,3.00,0.00,1,5,1
11111,8.00,8.00,46.00,3.30,0.60,0.75,1.00,4.00,0.00,1,5,1
11112,4.00,6.00,33.00,3.20,-0.21,0.01,1.00,4.00,1.00,1,3,1
11113,5.00,8.00,37.00,2.80,-0.17,0.86,1.00,3.00,0.00,1,3,1
11114,9.00,5.00,32.00,3.00,0.98,-0.04,1.00,4.00,1.00,1,3,1
11115,8.00,9.00,46.00,3.60,0.78,1.05,1.00,4.00,1.00,1,6,1
11116,10.00,10.00,39.00,3.50,2.85,2.94,1.00,3.00,1.00,1,4,1
11117,7.00,7.00,40.00,3.40,0.36,0.36,2.00,4.00,0.00,1,3,0
11118,2.00,3.00,39.00,2.90,-0.76,-0.57,1.00,5.00,0.00,1,5,1
11119,8.00,9.00,32.50,2.70,0.87,0.99,1.00,3.00,1.00,1,3,1
11120,1.00,1.00,45.00,3.40,-2.96,-2.00,1.00,3.00,1.00,1,5,1
11121,7.00,7.00,30.00,3.40,0.51,0.29,1.00,3.00,0.00,1,2,1
11122,4.00,3.00,33.00,3.00,-0.40,-0.63,1.00,4.00,1.00,1,3,1
11123,8.00,9.00,37.00,3.70,0.63,1.02,1.00,4.00,0.00,1,4,1
11124,2.00,3.00,28.50,3.20,-0.94,-0.63,1.00,4.00,1.00,1,3,1
11125,1.00,1.00,25.00,2.60,-1.11,-1.55,1.00,5.00,0.00,1,2,0
11126,1.00,2.00,25.00,2.50,-1.13,-1.11,1.00,3.00,0.00,0,3,1
11127,7.00,7.00,35.00,3.90,0.38,0.43,1.00,3.00,0.00,1,4,1
11128,1.00,1.00,30.50,3.10,-1.75,-1.83,1.00,4.00,1.00,1,3,1
11129,2.00,1.00,26.50,3.30,-0.75,-1.44,1.00,4.00,1.00,1,2,0
11130,2.00,1.00,36.00,3.00,-1.14,-2.29,1.00,4.00,1.00,1,4,0
11131,2.00,2.00,35.00,3.40,-0.91,-0.86,1.00,4.00,1.00,1,6,1
11132,2.00,3.00,39.00,3.70,-1.10,-0.81,1.00,4.00,0.00,1,5,1
11133,10.00,10.00,34.00,4.00,2.73,2.59,1.00,5.00,0.00,1,4,1
11134,8.00,9.00,35.00,3.40,0.77,1.22,1.00,4.00,0.00,1,4,1
11135,7.00,3.00,41.00,2.80,0.35,-0.52,2.00,3.00,1.00,1,5,1
11136,10.00,9.00,46.00,3.10,2.03,0.98,1.00,3.00,1.00,1,6,1
11137,10.00,10.00,34.00,3.70,2.39,2.14,1.00,3.00,0.00,1,2,1
11138,3.00,5.00,34.00,2.20,-0.54,-0.23,2.00,3.00,1.00,1,2,1
11139,9.00,8.00,39.00,3.10,1.02,0.73,2.00,3.00,1.00,1,5,1
11140,1.00,1.00,42.00,3.60,-1.41,-1.51,1.00,4.00,1.00,1,4,1
11141,6.00,6.00,31.00,4.00,0.09,0.15,1.00,1.00,1.00,1,2,1
11142,10.00,9.00,42.00,3.60,1.37,1.20,1.00,5.00,0.00,1,5,1
11143,3.00,3.00,37.00,3.10,-0.65,-0.66,1.00,4.00,1.00,1,4,1
11144,3.00,2.00,46.00,3.60,-0.63,-0.92,1.00,3.00,0.00,1,6,1
11145,8.00,8.00,34.00,3.70,0.80,0.60,2.00,3.00,0.00,1,5,1
11146,6.00,9.00,29.00,3.10,0.22,1.17,1.00,3.00,1.00,1,3,1
11147,8.00,8.00,45.00,3.50,0.56,0.69,1.00,4.00,1.00,1,5,1
11148,2.00,2.00,34.00,3.40,-0.78,-0.93,1.00,4.00,0.00,1,3,1
11149,1.00,1.00,42.00,3.50,-1.84,-1.76,1.00,4.00,0.00,1,5,1
11150,6.00,7.00,28.50,2.80,0.05,0.35,1.00,4.00,0.00,1,2,1
11151,3.00,6.00,36.50,3.00,-0.44,0.04,1.00,4.00,0.00,1,4,1
11152,8.00,8.00,33.50,3.70,0.77,0.83,1.00,3.00,1.00,1,4,1
11153,9.00,8.00,34.00,3.10,0.87,0.84,1.00,3.00,1.00,1,3,1
11154,1.00,1.00,26.50,2.80,-1.29,-1.90,1.00,3.00,0.00,1,2,0
11155,8.00,7.00,32.00,2.80,0.71,0.32,1.00,4.00,1.00,1,2,1
11156,8.00,7.00,39.00,3.80,0.77,0.55,1.00,4.00,0.00,1,4,1
11157,1.00,1.00,27.00,2.50,-1.70,-1.48,1.00,3.00,0.00,0,4,1
11158,9.00,9.00,36.00,3.50,0.91,1.12,1.00,4.00,1.00,1,4,1
11159,5.00,7.00,30.50,3.30,-0.18,0.39,1.00,3.00,1.00,1,2,1
11160,8.00,9.00,38.00,3.10,0.81,1.14,1.00,4.00,0.00,1,3,1
11161,3.00,1.00,36.00,3.40,-0.56,-1.34,1.00,4.00,1.00,1,4,1
11162,1.00,1.00,45.00,3.50,-1.70,-1.38,1.00,4.00,1.00,1,5,1
11163,6.00,7.00,45.00,3.60,0.23,0.50,1.00,4.00,0.00,1,5,1
11164,1.00,1.00,21.00,2.30,-1.80,-1.98,1.00,2.00,1.00,0,3,0
11165,9.00,9.00,38.00,3.20,1.03,0.89,1.00,4.00,1.00,1,4,1
11166,8.00,8.00,35.00,3.70,0.78,0.74,1.00,3.00,1.00,1,3,1
11167,7.00,7.00,40.00,3.50,0.57,0.46,1.00,5.00,1.00,1,4,1
11168,7.00,8.00,32.00,3.00,0.44,0.82,1.00,4.00,1.00,1,2,0
11169,3.00,3.00,39.00,3.20,-0.52,-0.77,1.00,3.00,0.00,1,3,1
11170,6.00,5.00,44.00,3.10,0.09,-0.12,1.00,3.00,1.00,1,4,1
11171,9.00,9.00,30.00,4.00,0.94,1.20,1.00,3.00,1.00,1,3,1
11172,1.00,1.00,30.50,3.40,-1.27,-1.73,1.00,3.00,1.00,1,3,1
11173,5.00,3.00,33.00,3.90,-0.13,-0.69,1.00,4.00,1.00,1,4,1
11174,6.00,6.00,44.00,3.20,0.30,0.12,1.00,4.00,1.00,1,4,1
11175,10.00,7.00,38.00,3.00,1.53,0.42,1.00,4.00,1.00,1,4,0
11176,3.00,2.00,39.00,3.00,-0.62,-1.07,1.00,4.00,1.00,1,3,1
11177,8.00,8.00,35.00,3.50,0.75,0.65,1.00,3.00,1.00,1,3,1
11178,8.00,6.00,24.00,2.70,0.73,0.00,2.00,3.00,0.00,0,2,1
11179,10.00,10.00,48.00,3.70,2.42,2.16,1.00,3.00,0.00,1,6,1
11180,10.00,10.00,41.00,3.70,1.86,1.53,1.00,4.00,0.00,1,4,1
11181,2.00,2.00,37.00,3.20,-0.92,-1.16,1.00,3.00,1.00,1,3,1
11182,7.00,6.00,33.00,3.20,0.46,0.00,1.00,3.00,0.00,1,3,1
11183,8.00,9.00,42.00,3.50,0.81,1.17,1.00,2.00,0.00,1,4,1
11184,2.00,2.00,46.00,3.80,-0.97,-1.11,1.00,3.00,1.00,1,5,1
11185,6.00,5.00,35.00,3.50,0.30,-0.25,1.00,2.00,1.00,1,3,0
11186,7.00,8.00,32.00,2.90,0.33,0.57,1.00,3.00,1.00,1,2,1
11187,1.00,2.00,42.00,3.30,-1.26,-0.96,2.00,2.00,0.00,1,4,1
11188,9.00,8.00,37.50,3.20,1.03,0.64,1.00,3.00,1.00,1,5,1
11189,5.00,6.00,42.00,3.10,-0.14,0.11,2.00,4.00,1.00,1,6,1
11190,8.00,8.00,37.00,3.50,0.87,0.81,1.00,3.00,0.00,1,4,1
11191,6.00,4.00,38.00,3.40,0.09,-0.30,1.00,4.00,0.00,1,5,1
11192,7.00,4.00,40.00,2.90,0.56,-0.51,1.00,2.00,1.00,1,2,1
11193,1.00,2.00,40.00,3.10,-1.84,-1.24,1.00,4.00,1.00,1,6,0
11194,2.00,3.00,31.50,3.00,-0.83,-0.58,1.00,4.00,1.00,1,3,1
11195,8.00,9.00,36.00,3.70,0.89,1.15,1.00,5.00,1.00,1,4,1
11196,2.00,2.00,33.00,3.00,-0.75,-1.29,1.00,4.00,0.00,1,3,1
11197,2.00,1.00,28.00,3.30,-0.91,-1.35,1.00,4.00,1.00,1,3,1
11198,4.00,3.00,34.00,3.30,-0.39,-0.63,2.00,3.00,1.00,1,3,0
11199,7.00,9.00,43.00,3.70,0.60,0.97,1.00,5.00,1.00,1,6,1
11200,6.00,7.00,42.00,3.60,0.20,0.29,1.00,4.00,1.00,1,2,1
11201,8.00,8.00,27.50,3.80,0.77,0.86,1.00,3.00,0.00,1,3,1
11202,9.00,10.00,46.00,3.60,1.08,1.58,1.00,2.00,1.00,1,5,1
11203,2.00,1.00,35.00,3.50,-0.98,-1.55,1.00,3.00,1.00,1,4,0
11204,8.00,8.00,37.00,3.50,0.68,0.58,1.00,4.00,1.00,1,4,1
11205,4.00,6.00,43.00,3.20,-0.28,0.10,1.00,4.00,1.00,1,4,1
11206,9.00,8.00,45.00,3.40,0.99,0.69,1.00,4.00,0.00,1,5,1
11207,8.00,7.00,32.50,2.90,0.85,0.41,2.00,5.00,0.00,1,3,1
11208,8.00,7.00,37.00,3.60,0.79,0.30,1.00,3.00,1.00,1,3,1
11209,5.00,6.00,36.50,2.90,0.04,0.18,1.00,3.00,1.00,1,6,1
11210,5.00,2.00,37.00,3.50,-0.02,-1.21,1.00,4.00,0.00,1,4,1
11211,5.00,3.00,36.00,2.80,-0.10,-0.64,1.00,4.00,0.00,1,3,1
11212,1.00,1.00,46.00,3.00,-1.27,-2.15,1.00,3.00,1.00,1,5,0
11213,8.00,7.00,47.00,3.30,0.87,0.27,1.00,4.00,0.00,1,6,1
11214,3.00,3.00,45.00,3.70,-0.75,-0.68,1.00,4.00,0.00,1,5,1
11215,2.00,2.00,40.00,2.90,-0.76,-1.24,1.00,4.00,0.00,1,3,0
11216,5.00,4.00,48.00,3.50,-0.15,-0.40,1.00,4.00,1.00,1,5,1
11217,4.00,4.00,36.00,3.50,-0.39,-0.35,2.00,3.00,1.00,1,3,1
11218,5.00,5.00,37.00,3.00,-0.11,-0.23,1.00,3.00,1.00,1,3,1
11219,10.00,9.00,44.00,3.30,1.37,1.18,1.00,4.00,0.00,1,5,1
11220,10.00,9.00,44.00,3.10,1.37,0.93,1.00,4.00,1.00,1,5,1
11221,7.00,4.00,28.00,3.40,0.44,-0.34,1.00,3.00,1.00,1,2,0
11222,4.00,5.00,42.00,3.10,-0.18,-0.13,1.00,3.00,1.00,1,4,1
11223,5.00,4.00,40.00,2.70,0.01,-0.52,1.00,4.00,1.00,1,3,1
11224,10.00,10.00,37.00,2.60,1.40,1.65,1.00,3.00,1.00,1,3,1
11225,10.00,9.00,39.00,3.40,2.39,0.98,1.00,3.00,1.00,1,6,1
11226,10.00,10.00,42.00,4.00,1.95,1.58,2.00,3.00,0.00,1,6,1
11227,6.00,6.00,37.00,3.20,0.15,0.03,1.00,4.00,0.00,1,4,1
11228,9.00,9.00,33.00,3.50,0.92,1.12,1.00,3.00,1.00,1,3,1
11229,3.00,4.00,33.00,3.20,-0.56,-0.37,2.00,4.00,0.00,1,3,1
11230,7.00,7.00,35.00,3.00,0.52,0.42,1.00,3.00,1.00,1,5,1
11231,9.00,9.00,46.00,2.90,1.22,1.04,1.00,4.00,1.00,1,3,1
11232,5.00,4.00,41.00,2.90,-0.03,-0.34,1.00,4.00,1.00,1,5,1
11233,8.00,7.00,37.00,3.30,0.57,0.29,1.00,3.00,1.00,1,3,1
11234,3.00,4.00,28.00,3.70,-0.50,-0.45,1.00,4.00,0.00,1,3,1
11235,3.00,1.00,40.00,2.50,-0.71,-1.68,1.00,2.00,1.00,1,4,1
11236,7.00,7.00,40.00,2.50,0.48,0.29,1.00,3.00,1.00,1,3,1
11237,8.00,8.00,32.00,3.10,0.76,0.71,1.00,3.00,0.00,1,3,1
11238,7.00,6.00,40.00,3.30,0.58,0.14,1.00,4.00,0.00,1,6,1
11239,1.00,1.00,39.00,2.70,-1.23,-1.37,1.00,3.00,1.00,1,3,1
11240,9.00,10.00,39.00,3.50,1.31,1.68,1.00,3.00,0.00,1,4,1
11241,10.00,10.00,38.00,4.00,1.39,1.47,2.00,1.00,0.00,1,3,1
11242,8.00,8.00,36.00,3.40,0.66,0.82,1.00,4.00,0.00,1,3,1
11243,8.00,9.00,38.00,3.20,0.65,0.89,2.00,3.00,0.00,1,3,1
11244,6.00,6.00,36.00,2.90,0.10,0.04,1.00,4.00,1.00,1,3,0
11245,4.00,5.00,37.00,3.20,-0.24,-0.25,1.00,4.00,0.00,1,3,1
11246,10.00,9.00,46.00,3.40,1.50,1.17,1.00,4.00,0.00,1,6,1
11247,9.00,9.00,38.00,2.40,1.28,1.09,1.00,3.00,0.00,1,3,1
11248,2.00,3.00,32.00,3.00,-0.78,-0.63,1.00,4.00,1.00,1,3,0
11249,9.00,8.00,43.00,3.20,1.14,0.63,1.00,4.00,1.00,1,4,1
11250,3.00,2.00,35.50,3.10,-0.61,-0.92,2.00,3.00,1.00,1,3,1
11251,1.00,5.00,34.00,3.30,-1.56,-0.02,2.00,3.00,1.00,1,5,1
11252,9.00,9.00,42.00,3.70,1.10,0.93,1.00,3.00,1.00,1,6,1
11253,9.00,9.00,38.00,2.50,1.11,0.98,1.00,4.00,1.00,1,3,1
11254,4.00,4.00,41.00,3.20,-0.21,-0.45,1.00,3.00,1.00,1,5,1
11255,3.00,3.00,37.00,3.30,-0.45,-0.75,1.00,4.00,1.00,1,3,1
11256,1.00,2.00,34.00,2.80,-1.42,-1.29,1.00,4.00,0.00,1,3,0
11257,10.00,7.00,48.00,3.00,1.57,0.46,1.00,5.00,0.00,1,4,1
11258,10.00,10.00,40.00,3.90,1.79,1.29,1.00,3.00,1.00,1,4,1
11259,4.00,4.00,32.00,3.10,-0.24,-0.45,1.00,3.00,1.00,1,3,1
11260,10.00,8.00,42.00,3.80,1.60,0.75,1.00,4.00,1.00,1,5,1
11261,7.00,6.00,39.00,2.70,0.44,0.24,1.00,4.00,0.00,1,3,1
11262,1.00,3.00,25.00,2.90,-1.24,-0.62,1.00,4.00,1.00,1,3,0
11263,4.00,3.00,40.00,2.60,-0.30,-0.66,1.00,5.00,1.00,1,3,1
11264,8.00,9.00,37.00,1.70,0.82,0.87,1.00,3.00,1.00,1,3,1
11265,6.00,9.00,35.00,3.80,0.24,1.04,1.00,3.00,0.00,1,3,1
11266,4.00,5.00,39.00,3.50,-0.26,0.01,2.00,3.00,0.00,1,5,0
11267,9.00,8.00,40.00,3.20,1.00,0.79,1.00,2.00,1.00,1,4,0
11268,2.00,1.00,36.00,2.90,-0.95,-1.42,1.00,5.00,0.00,1,4,0
11269,2.00,2.00,27.00,3.60,-0.75,-1.01,1.00,3.00,0.00,1,3,1
11270,7.00,6.00,36.00,2.60,0.36,0.25,1.00,4.00,1.00,1,4,1
11271,6.00,4.00,32.00,2.70,0.25,-0.42,1.00,4.00,1.00,1,3,1
11272,3.00,3.00,35.00,3.30,-0.52,-0.80,1.00,3.00,0.00,1,3,1
11273,10.00,10.00,38.00,3.50,1.33,1.68,1.00,4.00,1.00,1,3,1
11274,7.00,7.00,40.00,3.70,0.44,0.49,1.00,3.00,0.00,1,5,1
11275,3.00,2.00,25.50,2.90,-0.71,-1.11,2.00,2.00,0.00,0,4,1
11276,4.00,3.00,31.00,3.40,-0.28,-0.82,1.00,3.00,0.00,1,3,1
11277,8.00,10.00,44.00,2.50,0.84,2.36,1.00,4.00,0.00,1,5,1
11278,3.00,1.00,38.50,3.70,-0.57,-1.43,1.00,4.00,1.00,1,4,1
11279,9.00,7.00,39.00,2.90,0.98,0.42,1.00,4.00,1.00,1,3,1
11280,5.00,5.00,37.00,2.30,-0.10,-0.23,1.00,3.00,1.00,1,3,0
11281,8.00,7.00,39.00,3.80,0.65,0.31,1.00,2.00,0.00,1,4,1
11282,4.00,4.00,27.00,2.80,-0.28,-0.40,2.00,2.00,0.00,0,3,0
11283,5.00,4.00,45.00,3.50,-0.03,-0.37,1.00,4.00,0.00,1,3,1
11284,3.00,3.00,40.00,3.50,-0.69,-0.82,1.00,5.00,0.00,1,5,1
11285,9.00,5.00,39.00,2.60,0.90,-0.12,1.00,4.00,0.00,1,3,1
11286,2.00,4.00,44.00,2.70,-0.75,-0.49,1.00,4.00,1.00,1,4,1
11287,2.00,2.00,37.00,2.50,-0.80,-1.20,1.00,4.00,1.00,1,3,1
11288,5.00,8.00,42.00,3.10,0.04,0.86,1.00,5.00,1.00,1,3,1
11289,4.00,6.00,28.50,2.90,-0.28,-0.02,1.00,2.00,0.00,1,2,0
11290,5.00,6.00,29.00,3.50,0.01,-0.02,1.00,5.00,1.00,1,2,1
11291,5.00,5.00,37.00,3.90,-0.14,-0.15,1.00,4.00,0.00,1,5,1
11292,5.00,3.00,32.50,3.30,-0.11,-0.57,1.00,4.00,1.00,1,5,1
11293,5.00,4.00,39.00,3.80,0.02,-0.31,1.00,4.00,0.00,1,4,1
11294,9.00,10.00,41.00,3.90,1.43,1.76,1.00,4.00,0.00,1,6,1
11295,8.00,5.00,45.00,3.00,0.64,-0.27,1.00,4.00,1.00,1,3,1
11296,4.00,5.00,34.00,3.50,-0.30,-0.18,1.00,3.00,0.00,1,3,1
11297,10.00,10.00,40.00,4.00,1.96,1.70,1.00,3.00,0.00,1,3,1
11298,5.00,6.00,41.00,3.50,-0.11,0.21,1.00,4.00,1.00,1,4,1
11299,3.00,2.00,44.00,3.10,-0.67,-0.98,1.00,4.00,1.00,1,4,1
11300,8.00,10.00,29.00,3.80,0.82,1.47,1.00,5.00,1.00,1,3,1
11301,3.00,4.00,44.00,3.40,-0.50,-0.34,1.00,2.00,0.00,1,4,1
11302,10.00,10.00,37.00,3.90,1.93,1.61,1.00,2.00,0.00,1,5,1
11303,1.00,1.00,29.00,3.30,-1.42,-1.32,1.00,4.00,0.00,1,2,0
11304,5.00,5.00,32.00,3.30,-0.12,-0.18,1.00,4.00,1.00,1,3,1
11305,5.00,4.00,41.00,3.80,0.04,-0.44,1.00,5.00,0.00,1,6,1
11306,3.00,3.00,42.00,3.30,-0.43,-0.69,1.00,4.00,0.00,1,3,1
11307,8.00,7.00,38.50,2.80,0.63,0.46,1.00,4.00,0.00,1,3,1
11308,10.00,10.00,46.00,3.50,2.05,1.74,1.00,4.00,1.00,1,6,1
11309,10.00,9.00,41.00,3.70,1.81,1.14,1.00,3.00,1.00,1,4,1
11310,9.00,10.00,46.00,2.60,0.97,1.62,1.00,4.00,0.00,1,4,1
11311,5.00,5.00,37.00,3.20,-0.08,-0.12,1.00,4.00,0.00,1,4,1
11312,6.00,10.00,31.00,2.10,0.14,1.48,2.00,3.00,0.00,1,3,1
11313,10.00,10.00,38.00,3.90,1.58,1.73,1.00,2.00,1.00,1,4,1
11314,5.00,5.00,29.00,3.10,0.01,-0.10,1.00,3.00,0.00,1,2,1
11315,4.00,2.00,37.00,2.60,-0.24,-0.87,1.00,4.00,1.00,1,5,1
11316,10.00,9.00,33.00,3.50,1.34,1.28,1.00,2.00,1.00,1,4,1
11317,8.00,9.00,36.00,3.70,0.77,0.94,1.00,3.00,0.00,1,4,1
11318,7.00,8.00,37.00,3.70,0.56,0.61,1.00,3.00,1.00,1,4,1
11319,4.00,5.00,40.00,3.00,-0.31,-0.26,1.00,3.00,0.00,1,3,1
11320,6.00,5.00,37.50,2.60,0.29,-0.03,1.00,4.00,0.00,1,3,1
11321,8.00,5.00,40.00,3.50,0.80,-0.03,1.00,3.00,0.00,1,5,1
11322,3.00,2.00,42.00,3.00,-0.46,-1.06,1.00,1.00,0.00,1,3,0
11323,6.00,8.00,34.50,2.80,0.17,0.55,1.00,5.00,1.00,1,2,1
11324,2.00,4.00,42.00,2.80,-0.75,-0.47,1.00,4.00,1.00,1,4,1
11325,4.00,1.00,41.00,2.50,-0.32,-2.08,1.00,4.00,1.00,1,3,1
11326,3.00,3.00,27.00,2.80,-0.55,-0.76,1.00,4.00,0.00,0,3,1
11327,1.00,1.00,28.00,3.10,-1.82,-2.27,2.00,3.00,1.00,1,4,0
11328,6.00,4.00,37.00,2.60,0.06,-0.39,1.00,4.00,1.00,1,3,1
11329,5.00,7.00,44.00,2.90,-0.09,0.34,1.00,4.00,1.00,1,4,1
11330,8.00,3.00,45.00,3.10,0.79,-0.58,2.00,4.00,1.00,1,4,1
11331,10.00,10.00,43.00,3.50,2.32,2.33,1.00,4.00,1.00,1,3,1
11332,10.00,10.00,47.00,3.20,1.77,2.42,1.00,3.00,0.00,1,3,1
11333,9.00,9.00,38.00,3.40,1.21,1.10,1.00,3.00,0.00,1,4,1
11334,3.00,1.00,24.00,2.60,-0.53,-1.77,1.00,3.00,0.00,0,1,0
11335,7.00,7.00,36.00,3.40,0.32,0.32,1.00,3.00,1.00,1,3,1
11336,3.00,5.00,32.50,3.30,-0.44,-0.24,1.00,4.00,1.00,1,3,1
11337,1.00,1.00,28.00,3.40,-1.42,-1.85,1.00,4.00,0.00,1,5,0
11338,7.00,9.00,42.00,2.70,0.51,1.02,1.00,3.00,1.00,1,2,1
11339,5.00,4.00,38.00,3.50,-0.06,-0.37,1.00,4.00,0.00,1,3,1
11340,5.00,6.00,32.00,3.70,0.05,0.12,1.00,3.00,0.00,1,4,1
11341,10.00,10.00,37.00,4.00,2.44,2.53,1.00,2.00,0.00,1,3,1
11342,10.00,10.00,47.00,2.80,1.66,1.78,1.00,3.00,0.00,1,4,1
11343,10.00,10.00,33.00,3.20,1.41,1.64,2.00,4.00,1.00,1,2,1
11344,8.00,9.00,34.00,3.50,0.82,1.13,1.00,4.00,0.00,1,3,1
11345,2.00,3.00,35.00,2.60,-0.76,-0.58,1.00,3.00,1.00,1,3,1
11346,4.00,6.00,44.00,3.20,-0.23,0.07,1.00,5.00,0.00,1,5,1
11347,7.00,7.00,40.00,2.80,0.41,0.49,1.00,2.00,0.00,1,3,1
11348,2.00,4.00,35.00,3.00,-1.14,-0.37,1.00,4.00,1.00,1,4,1
11349,9.00,8.00,32.00,3.40,0.92,0.59,1.00,4.00,1.00,1,2,0
11350,10.00,10.00,39.00,3.60,1.90,2.41,1.00,4.00,0.00,1,3,1
11351,9.00,8.00,35.00,3.00,1.02,0.74,1.00,5.00,1.00,1,5,1
11352,10.00,9.00,40.00,2.90,1.45,1.13,1.00,4.00,1.00,1,4,1
11353,2.00,3.00,38.00,3.30,-1.02,-0.71,1.00,4.00,1.00,1,4,1
11354,1.00,1.00,32.00,2.80,-1.53,-1.35,1.00,3.00,0.00,1,2,1
11355,10.00,10.00,32.00,3.60,1.75,1.90,1.00,3.00,0.00,1,4,1
11356,6.00,4.00,37.00,3.50,0.26,-0.45,2.00,3.00,0.00,1,3,1
11357,4.00,4.00,41.00,3.60,-0.36,-0.44,1.00,3.00,1.00,1,4,1
11358,1.00,1.00,33.00,3.10,-1.72,-2.00,1.00,4.00,0.00,1,3,0
11359,8.00,5.00,23.00,2.50,0.80,-0.13,2.00,3.00,0.00,0,4,1
11360,10.00,9.00,37.00,3.60,1.36,1.09,1.00,4.00,1.00,1,3,1
11361,10.00,10.00,32.00,3.50,1.91,2.15,1.00,4.00,0.00,1,3,1
11362,3.00,5.00,34.00,3.40,-0.59,-0.28,1.00,3.00,1.00,1,2,1
11363,2.00,4.00,38.00,2.80,-0.82,-0.32,1.00,3.00,0.00,1,3,1
11364,8.00,7.00,42.00,3.70,0.71,0.55,1.00,4.00,1.00,1,4,1
11365,10.00,10.00,44.00,2.80,1.55,1.90,1.00,4.00,1.00,1,6,1
11366,10.00,10.00,35.50,3.20,1.87,1.51,1.00,2.00,1.00,1,2,1
11367,2.00,2.00,41.00,3.60,-1.09,-0.98,1.00,4.00,1.00,1,4,1
11368,7.00,7.00,34.50,3.40,0.46,0.30,1.00,3.00,1.00,1,4,1
11369,9.00,10.00,32.00,3.00,1.10,1.37,1.00,4.00,0.00,1,3,1
11370,2.00,2.00,36.00,2.80,-1.01,-1.15,1.00,3.00,1.00,1,4,1
11371,8.00,9.00,42.00,3.00,0.85,0.96,1.00,3.00,0.00,1,3,1
11372,3.00,5.00,32.50,2.80,-0.45,-0.15,1.00,4.00,1.00,1,3,0
11373,5.00,7.00,42.00,3.60,0.07,0.37,1.00,5.00,1.00,1,4,1
11374,2.00,2.00,43.00,3.10,-1.01,-1.28,1.00,3.00,1.00,1,4,1
11375,7.00,3.00,37.00,3.30,0.39,-0.61,1.00,4.00,1.00,1,4,1
11376,5.00,4.00,31.00,3.10,0.01,-0.53,1.00,3.00,1.00,1,3,1
11377,6.00,6.00,44.00,3.30,0.17,0.22,1.00,3.00,0.00,1,3,1
11378,6.00,2.00,36.00,3.50,0.12,-0.94,1.00,3.00,0.00,1,4,0
11379,6.00,4.00,37.00,3.00,0.11,-0.50,1.00,4.00,0.00,1,3,1
11380,5.00,8.00,31.00,3.00,0.00,0.81,1.00,4.00,1.00,1,3,1
11381,2.00,3.00,34.00,2.70,-0.92,-0.65,1.00,4.00,1.00,1,3,1
11382,6.00,8.00,35.00,2.80,0.06,0.62,1.00,3.00,1.00,1,3,1
11383,4.00,4.00,45.00,3.70,-0.43,-0.31,1.00,4.00,1.00,1,6,1
11384,9.00,7.00,42.00,3.40,0.99,0.39,1.00,4.00,0.00,1,5,1
11385,2.00,4.00,41.00,3.20,-0.92,-0.39,1.00,4.00,1.00,1,3,1
11386,3.00,2.00,28.00,2.90,-0.66,-1.06,1.00,3.00,0.00,1,2,0
11387,3.00,3.00,31.00,3.30,-0.59,-0.76,1.00,4.00,0.00,0,3,1
11388,4.00,4.00,30.00,2.90,-0.31,-0.29,1.00,4.00,1.00,1,3,1
11389,10.00,10.00,40.00,2.70,1.34,1.55,1.00,4.00,0.00,1,3,1
11390,3.00,4.00,41.00,3.00,-0.45,-0.37,1.00,5.00,1.00,1,3,1
11391,10.00,10.00,40.00,3.10,1.86,1.66,1.00,4.00,0.00,1,4,1
11392,2.00,3.00,35.00,3.40,-0.91,-0.70,1.00,4.00,1.00,1,5,0
11393,7.00,7.00,38.00,3.30,0.36,0.37,1.00,2.00,0.00,1,4,1
11394,2.00,5.00,32.00,2.80,-0.85,-0.16,1.00,4.00,0.00,1,3,1
11395,7.00,7.00,38.00,3.20,0.56,0.40,1.00,4.00,0.00,1,3,1
11396,6.00,6.00,40.00,2.90,0.21,0.28,1.00,3.00,0.00,1,4,1
11397,6.00,4.00,38.00,3.40,0.20,-0.47,1.00,4.00,0.00,1,4,1
11398,8.00,9.00,34.00,3.30,0.79,1.03,1.00,3.00,1.00,1,4,1
11399,8.00,7.00,39.00,2.90,0.64,0.50,1.00,4.00,1.00,1,3,1
11400,4.00,4.00,41.00,2.70,-0.26,-0.43,1.00,3.00,0.00,1,3,1
11401,4.00,2.00,37.00,3.10,-0.40,-0.95,1.00,4.00,0.00,1,3,1
11402,1.00,2.00,37.00,3.40,-1.42,-1.10,1.00,4.00,1.00,1,4,1
11403,7.00,4.00,36.00,2.60,0.39,-0.39,1.00,4.00,1.00,1,3,1
11404,8.00,8.00,38.00,3.20,0.66,0.59,1.00,4.00,1.00,1,4,1
11405,10.00,10.00,45.00,3.60,1.90,1.39,1.00,4.00,1.00,1,4,1
11406,2.00,2.00,46.00,2.90,-0.86,-1.09,1.00,4.00,1.00,1,3,1
11407,9.00,9.00,41.00,3.40,1.09,0.97,1.00,4.00,1.00,1,4,1
11408,9.00,8.00,36.00,3.00,1.21,0.65,1.00,3.00,0.00,1,3,1
